time,x,y,z,abs,Action
275.0,-0.185,-1.44,0.11,1.46,walking
275.0,-0.152,-1.5,0.149,1.51,walking
275.0,0.0365,-1.99,0.157,2.0,walking
275.0,0.307,-2.84,0.24,2.87,walking
275.0,0.574,-3.81,0.441,3.87,walking
275.0,0.728,-4.5,0.554,4.59,walking
275.0,0.679,-4.73,0.542,4.81,walking
275.0,0.534,-4.67,0.58,4.74,walking
275.0,0.35,-4.19,0.677,4.26,walking
275.0,0.155,-3.37,0.647,3.44,walking
275.0,-0.0994,-2.23,0.588,2.31,walking
275.0,-0.377,-0.847,0.533,1.07,walking
275.0,-0.509,0.412,0.272,0.709,walking
275.0,-0.56,1.56,-0.18,1.67,walking
275.0,-0.601,2.52,-0.66,2.68,walking
275.0,-0.597,3.23,-0.96,3.42,walking
275.0,-0.599,3.46,-1.21,3.71,walking
275.0,-0.542,3.21,-1.28,3.5,walking
275.0,-0.541,2.8,-1.16,3.08,walking
275.0,-0.541,2.25,-1.03,2.53,walking
275.0,-0.393,1.41,-0.964,1.75,walking
275.0,-0.34,0.568,-1.03,1.22,walking
275.0,-0.351,-0.045,-1.16,1.21,walking
275.0,-0.177,-0.653,-1.22,1.39,walking
275.0,-0.104,-1.28,-1.11,1.7,walking
275.0,0.0253,-1.79,-0.943,2.02,walking
275.0,0.123,-2.03,-0.767,2.17,walking
275.0,0.137,-1.96,-0.521,2.03,walking
275.0,0.0532,-1.65,-0.153,1.65,walking
275.0,-0.108,-1.19,0.323,1.23,walking
275.0,-0.346,-0.639,0.824,1.1,walking
275.0,-0.583,-0.0282,1.26,1.39,walking
275.0,-0.749,0.465,1.56,1.79,walking
275.0,-0.88,0.828,1.71,2.1,walking
275.0,-0.979,1.14,1.78,2.33,walking
275.0,-1.09,1.37,1.77,2.48,walking
275.0,-1.12,1.47,1.58,2.43,walking
275.0,-1.18,1.5,1.23,2.27,walking
275.0,-1.35,1.51,0.81,2.18,walking
275.0,-1.58,1.38,0.33,2.12,walking
275.0,-1.86,1.2,-0.353,2.24,walking
275.0,-2.13,1.09,-0.799,2.52,walking
275.0,-2.19,0.98,-1.09,2.63,walking
275.0,-2.19,0.871,-1.31,2.69,walking
275.0,-1.97,0.891,-1.34,2.54,walking
275.0,-1.56,0.875,-1.22,2.16,walking
275.0,-1.1,0.75,-0.999,1.66,walking
275.0,-0.749,0.689,-0.664,1.22,walking
275.0,-0.583,0.902,-0.395,1.14,walking
275.0,-0.441,1.19,-0.174,1.28,walking
275.0,-0.349,1.39,-0.0376,1.43,walking
275.0,-0.333,1.46,0.0944,1.5,walking
275.0,-0.307,1.32,0.157,1.37,walking
275.0,-0.229,0.932,0.193,0.979,walking
275.0,-0.144,0.507,0.112,0.539,walking
275.0,-0.0707,0.0765,-0.148,0.181,walking
275.0,0.0583,-0.352,-0.441,0.567,walking
275.0,0.325,-0.933,-0.635,1.17,walking
275.0,0.623,-1.56,-0.705,1.82,walking
275.0,0.873,-1.92,-0.612,2.2,walking
275.0,0.974,-1.91,-0.392,2.18,walking
275.0,1.0,-1.62,-0.111,1.91,walking
275.0,1.13,-1.45,0.206,1.85,walking
275.0,1.43,-1.82,0.464,2.37,walking
275.0,1.82,-2.48,0.619,3.14,walking
275.0,2.16,-3.18,0.683,3.9,walking
275.0,2.3,-3.73,0.599,4.43,walking
275.0,2.23,-3.86,0.469,4.48,walking
275.0,1.92,-3.48,0.273,3.98,walking
275.0,1.48,-2.88,0.205,3.24,walking
275.0,1.07,-2.28,0.243,2.53,walking
275.0,0.691,-1.6,0.349,1.78,walking
275.0,0.279,-0.668,0.626,0.957,walking
275.0,-0.133,0.481,0.821,0.961,walking
275.0,-0.426,1.43,0.892,1.74,walking
275.0,-0.548,1.97,0.974,2.26,walking
275.0,-0.507,2.16,1.03,2.44,walking
275.0,-0.371,2.06,0.879,2.27,walking
275.0,-0.242,1.85,0.527,1.93,walking
275.0,-0.186,1.54,0.0979,1.55,walking
275.0,-0.157,1.06,-0.338,1.13,walking
275.0,-0.212,0.609,-0.766,1.0,walking
275.0,-0.305,0.331,-1.08,1.17,walking
275.0,-0.342,0.0675,-1.35,1.4,walking
275.0,-0.302,-0.202,-1.53,1.57,walking
275.0,-0.197,-0.397,-1.61,1.67,walking
275.0,-0.0375,-0.587,-1.56,1.66,walking
275.0,0.128,-0.715,-1.19,1.39,walking
275.0,0.348,-0.745,-0.546,0.987,walking
275.0,0.567,-0.678,-0.0112,0.883,walking
275.0,0.733,-0.651,0.399,1.06,walking
275.0,0.829,-0.539,0.899,1.34,walking
275.0,0.829,-0.32,1.37,1.63,walking
275.0,0.78,-0.0657,1.71,1.88,walking
275.0,0.67,0.211,1.98,2.11,walking
275.0,0.534,0.468,2.25,2.36,walking
275.0,0.344,0.688,2.46,2.58,walking
276.0,0.132,0.779,2.51,2.63,walking
276.0,-0.107,0.8,2.45,2.58,walking
276.0,-0.376,0.798,2.22,2.39,walking
276.0,-0.633,0.766,1.94,2.18,walking
276.0,-0.872,0.791,1.66,2.04,walking
276.0,-1.14,0.82,1.31,1.92,walking
276.0,-1.39,0.894,1.0,1.93,walking
276.0,-1.58,0.967,0.727,1.99,walking
276.0,-1.74,0.993,0.469,2.06,walking
276.0,-1.86,1.06,0.199,2.16,walking
276.0,-1.94,1.13,-0.107,2.24,walking
276.0,-1.98,1.14,-0.424,2.32,walking
276.0,-1.96,1.24,-0.702,2.43,walking
276.0,-1.84,1.36,-0.978,2.49,walking
276.0,-1.56,1.33,-1.19,2.37,walking
276.0,-1.22,1.21,-1.25,2.13,walking
276.0,-0.848,0.985,-1.23,1.79,walking
276.0,-0.452,0.6,-1.15,1.37,walking
276.0,-0.106,0.186,-0.983,1.01,walking
276.0,0.162,-0.197,-0.821,0.859,walking
276.0,0.319,-0.518,-0.682,0.914,walking
276.0,0.339,-0.78,-0.577,1.03,walking
276.0,0.259,-0.962,-0.443,1.09,walking
276.0,0.167,-1.06,-0.334,1.12,walking
276.0,0.0949,-1.14,-0.263,1.17,walking
276.0,0.121,-1.34,-0.251,1.36,walking
276.0,0.393,-2.1,-0.202,2.15,walking
276.0,0.783,-3.3,-0.0995,3.39,walking
276.0,1.11,-4.33,0.0214,4.47,walking
276.0,1.21,-4.9,0.153,5.05,walking
276.0,1.23,-5.17,0.291,5.32,walking
276.0,1.26,-5.38,0.463,5.55,walking
276.0,1.15,-5.18,0.673,5.35,walking
276.0,0.763,-4.14,0.899,4.3,walking
276.0,0.295,-2.52,1.15,2.78,walking
276.0,-0.0442,-0.832,1.42,1.65,walking
276.0,-0.178,0.555,1.58,1.68,walking
276.0,-0.0319,1.44,1.54,2.12,walking
276.0,0.195,2.15,1.38,2.56,walking
276.0,0.334,2.77,1.04,2.98,walking
276.0,0.458,3.14,0.61,3.23,walking
276.0,0.44,3.23,0.113,3.26,walking
276.0,0.344,3.13,-0.441,3.18,walking
276.0,0.198,2.81,-1.01,3.0,walking
276.0,0.0283,2.21,-1.5,2.67,walking
276.0,-0.119,1.43,-1.79,2.3,walking
276.0,-0.168,0.636,-2.0,2.11,walking
276.0,-0.209,-0.144,-2.17,2.18,walking
276.0,-0.258,-0.846,-2.26,2.42,walking
276.0,-0.336,-1.41,-2.26,2.69,walking
276.0,-0.449,-1.9,-2.25,2.98,walking
276.0,-0.544,-2.31,-2.07,3.15,walking
276.0,-0.669,-2.49,-1.63,3.05,walking
276.0,-0.828,-2.48,-1.09,2.83,walking
276.0,-1.03,-2.29,-0.564,2.57,walking
276.0,-1.27,-1.89,0.0171,2.27,walking
276.0,-1.53,-1.39,0.572,2.14,walking
276.0,-1.71,-0.86,1.1,2.21,walking
276.0,-1.9,-0.37,1.44,2.41,walking
276.0,-2.05,0.122,1.65,2.63,walking
276.0,-2.17,0.558,1.65,2.78,walking
276.0,-2.24,0.841,1.36,2.75,walking
276.0,-2.27,1.03,0.893,2.65,walking
276.0,-2.38,1.19,0.435,2.7,walking
276.0,-2.47,1.38,0.0224,2.83,walking
276.0,-2.48,1.43,-0.35,2.89,walking
276.0,-2.45,1.42,-0.64,2.9,walking
276.0,-2.36,1.41,-0.837,2.87,walking
276.0,-2.26,1.43,-1.0,2.86,walking
276.0,-2.08,1.41,-1.16,2.77,walking
276.0,-1.89,1.38,-1.28,2.67,walking
276.0,-1.69,1.41,-1.32,2.57,walking
276.0,-1.48,1.54,-1.27,2.48,walking
276.0,-1.25,1.7,-1.16,2.41,walking
276.0,-0.989,1.82,-0.945,2.28,walking
276.0,-0.726,1.92,-0.651,2.15,walking
276.0,-0.453,1.94,-0.43,2.04,walking
276.0,-0.101,1.8,-0.248,1.82,walking
276.0,0.274,1.49,-0.0817,1.52,walking
276.0,0.631,1.04,-0.00721,1.22,walking
276.0,0.986,0.449,-0.0247,1.08,walking
276.0,1.34,-0.158,-0.0663,1.35,walking
276.0,1.64,-0.692,-0.222,1.79,walking
276.0,1.78,-1.07,-0.368,2.11,walking
276.0,1.77,-1.12,-0.34,2.12,walking
276.0,1.83,-1.15,-0.15,2.17,walking
276.0,2.13,-1.7,0.0933,2.72,walking
276.0,2.58,-2.57,0.405,3.66,walking
276.0,3.08,-3.53,0.783,4.75,walking
276.0,3.59,-4.31,1.13,5.72,walking
276.0,3.97,-4.75,1.37,6.34,walking
276.0,4.14,-4.85,1.6,6.58,walking
276.0,4.14,-4.51,1.81,6.39,walking
276.0,3.9,-3.57,1.93,5.63,walking
276.0,3.49,-2.22,1.83,4.52,walking
276.0,3.08,-0.847,1.63,3.59,walking
276.0,2.75,0.222,1.41,3.1,walking
276.0,2.51,0.874,1.16,2.9,walking
276.0,2.3,1.13,0.721,2.66,walking
276.0,2.15,1.17,0.195,2.46,walking
277.0,1.92,1.06,-0.349,2.23,walking
277.0,1.59,0.99,-0.958,2.1,walking
277.0,1.26,0.945,-1.45,2.14,walking
277.0,0.894,0.877,-1.75,2.15,walking
277.0,0.481,0.744,-1.93,2.12,walking
277.0,0.0477,0.606,-1.98,2.08,walking
277.0,-0.323,0.429,-1.89,1.97,walking
277.0,-0.633,0.206,-1.69,1.82,walking
277.0,-0.997,0.103,-1.38,1.71,walking
277.0,-1.34,0.05,-0.751,1.53,walking
277.0,-1.53,0.00336,0.0271,1.53,walking
277.0,-1.59,0.0368,0.771,1.77,walking
277.0,-1.61,0.0873,1.45,2.17,walking
277.0,-1.58,0.151,2.06,2.61,walking
277.0,-1.55,0.213,2.6,3.04,walking
277.0,-1.54,0.24,2.97,3.35,walking
277.0,-1.55,0.294,3.1,3.48,walking
277.0,-1.63,0.378,3.1,3.52,walking
277.0,-1.67,0.379,2.92,3.38,walking
277.0,-1.7,0.239,2.52,3.05,walking
277.0,-1.88,0.217,1.99,2.75,walking
277.0,-2.08,0.349,1.54,2.61,walking
277.0,-2.21,0.466,1.21,2.56,walking
277.0,-2.28,0.564,0.819,2.49,walking
277.0,-2.28,0.664,0.502,2.43,walking
277.0,-2.22,0.749,0.302,2.37,walking
277.0,-2.12,0.836,0.127,2.29,walking
277.0,-2.01,0.888,0.000215,2.19,walking
277.0,-1.89,0.925,-0.0816,2.1,walking
277.0,-1.79,0.954,-0.137,2.03,walking
277.0,-1.71,1.01,-0.176,1.99,walking
277.0,-1.65,1.05,-0.217,1.97,walking
277.0,-1.57,0.986,-0.225,1.87,walking
277.0,-1.41,0.755,-0.245,1.62,walking
277.0,-1.26,0.408,-0.259,1.35,walking
277.0,-1.13,0.0692,-0.269,1.16,walking
277.0,-0.993,-0.288,-0.245,1.06,walking
277.0,-0.834,-0.645,-0.208,1.07,walking
277.0,-0.742,-0.981,-0.222,1.25,walking
277.0,-0.702,-1.15,-0.223,1.37,walking
277.0,-0.651,-1.24,-0.195,1.42,walking
277.0,-0.597,-1.25,-0.218,1.4,walking
277.0,-0.655,-0.987,-0.273,1.22,walking
277.0,-0.597,-0.66,-0.334,0.951,walking
277.0,-0.321,-0.658,-0.358,0.814,walking
277.0,0.163,-1.18,-0.334,1.24,walking
277.0,0.695,-2.1,-0.236,2.22,walking
277.0,1.11,-3.14,-0.141,3.33,walking
277.0,1.41,-4.04,-0.175,4.28,walking
277.0,1.62,-4.7,-0.348,4.99,walking
277.0,1.63,-5.04,-0.439,5.31,walking
277.0,1.42,-4.89,-0.341,5.11,walking
277.0,0.973,-4.1,-0.118,4.21,walking
277.0,0.393,-2.62,0.192,2.66,walking
277.0,-0.11,-0.833,0.531,0.994,walking
277.0,-0.323,0.838,1.06,1.39,walking
277.0,-0.212,1.95,1.52,2.48,walking
277.0,0.128,2.33,1.73,2.91,walking
277.0,0.536,2.28,1.92,3.03,walking
277.0,0.858,2.14,2.03,3.07,walking
277.0,1.01,1.79,1.88,2.79,walking
277.0,0.913,1.31,1.41,2.13,walking
277.0,0.583,0.758,0.72,1.2,walking
277.0,0.222,0.0865,0.0542,0.245,walking
277.0,-0.0958,-0.554,-0.518,0.765,walking
277.0,-0.478,-1.06,-1.05,1.57,walking
277.0,-0.907,-1.41,-1.52,2.26,walking
277.0,-1.43,-1.42,-1.72,2.65,walking
277.0,-1.85,-1.2,-1.7,2.78,walking
277.0,-2.11,-0.983,-1.49,2.77,walking
277.0,-2.26,-0.724,-0.998,2.58,walking
277.0,-2.19,-0.351,-0.198,2.23,walking
277.0,-1.98,0.0145,0.501,2.04,walking
277.0,-1.71,0.244,0.991,1.99,walking
277.0,-1.38,0.457,1.4,2.02,walking
277.0,-1.06,0.743,1.68,2.13,walking
277.0,-0.821,0.983,1.74,2.16,walking
277.0,-0.542,1.08,1.61,2.01,walking
277.0,-0.204,1.14,1.39,1.81,walking
277.0,0.0694,1.15,1.08,1.58,walking
277.0,0.295,1.17,0.639,1.37,walking
277.0,0.457,1.23,0.0841,1.32,walking
277.0,0.617,1.3,-0.468,1.51,walking
277.0,0.815,1.39,-0.883,1.84,walking
277.0,1.02,1.49,-1.07,2.1,walking
277.0,1.25,1.56,-1.1,2.28,walking
277.0,1.47,1.61,-1.01,2.4,walking
277.0,1.69,1.59,-0.903,2.49,walking
277.0,1.85,1.57,-0.755,2.54,walking
277.0,1.91,1.56,-0.621,2.54,walking
277.0,1.87,1.62,-0.57,2.54,walking
277.0,1.76,1.67,-0.59,2.5,walking
277.0,1.59,1.65,-0.647,2.38,walking
277.0,1.39,1.61,-0.701,2.24,walking
277.0,1.18,1.53,-0.75,2.07,walking
277.0,1.01,1.31,-0.798,1.84,walking
277.0,0.906,0.977,-0.898,1.61,walking
277.0,0.782,0.607,-0.968,1.38,walking
277.0,0.652,0.235,-0.95,1.18,walking
277.0,0.499,-0.0894,-0.854,0.993,walking
278.0,0.368,-0.399,-0.774,0.946,walking
278.0,0.239,-0.62,-0.756,1.01,walking
278.0,0.142,-0.798,-0.773,1.12,walking
278.0,0.0839,-1.03,-0.712,1.25,walking
278.0,0.0994,-1.3,-0.506,1.4,walking
278.0,0.219,-1.71,-0.217,1.73,walking
278.0,0.399,-2.26,0.0429,2.3,walking
278.0,0.502,-2.84,0.264,2.9,walking
278.0,0.537,-3.29,0.525,3.38,walking
278.0,0.555,-3.65,0.793,3.77,walking
278.0,0.566,-3.94,1.04,4.12,walking
278.0,0.58,-4.17,1.32,4.41,walking
278.0,0.534,-4.13,1.64,4.48,walking
278.0,0.396,-3.74,1.92,4.22,walking
278.0,0.185,-2.99,2.02,3.61,walking
278.0,-0.0891,-1.97,2.04,2.84,walking
278.0,-0.333,-0.86,1.95,2.16,walking
278.0,-0.481,0.159,1.67,1.75,walking
278.0,-0.576,0.877,1.23,1.62,walking
278.0,-0.634,1.29,0.756,1.62,walking
278.0,-0.692,1.49,0.344,1.68,walking
278.0,-0.833,1.47,-0.0901,1.69,walking
278.0,-1.07,1.33,-0.439,1.76,walking
278.0,-1.41,1.21,-0.721,1.99,walking
278.0,-1.75,1.11,-1.05,2.32,walking
278.0,-2.01,0.92,-1.34,2.58,walking
278.0,-2.17,0.612,-1.4,2.65,walking
278.0,-2.23,0.145,-1.23,2.55,walking
278.0,-2.25,-0.378,-0.916,2.46,walking
278.0,-2.27,-0.765,-0.526,2.45,walking
278.0,-2.25,-0.997,-0.121,2.46,walking
278.0,-2.13,-1.16,0.346,2.45,walking
278.0,-1.95,-1.22,0.836,2.45,walking
278.0,-1.72,-1.2,1.21,2.42,walking
278.0,-1.48,-1.11,1.46,2.36,walking
278.0,-1.23,-0.982,1.6,2.24,walking
278.0,-1.02,-0.842,1.62,2.09,walking
278.0,-0.858,-0.651,1.6,1.93,walking
278.0,-0.763,-0.422,1.5,1.74,walking
278.0,-0.7,-0.228,1.34,1.53,walking
278.0,-0.687,-0.107,1.15,1.34,walking
278.0,-0.701,-0.0127,1.0,1.22,walking
278.0,-0.747,0.0499,0.824,1.11,walking
278.0,-0.822,0.094,0.637,1.04,walking
278.0,-0.962,0.142,0.485,1.09,walking
278.0,-1.13,0.18,0.37,1.2,walking
278.0,-1.27,0.192,0.358,1.34,walking
278.0,-1.39,0.178,0.39,1.45,walking
278.0,-1.5,0.161,0.435,1.57,walking
278.0,-1.58,0.145,0.46,1.65,walking
278.0,-1.65,0.123,0.45,1.71,walking
278.0,-1.73,0.178,0.389,1.78,walking
278.0,-1.85,0.31,0.302,1.9,walking
278.0,-1.95,0.452,0.184,2.01,walking
278.0,-2.0,0.595,0.0491,2.09,walking
278.0,-1.98,0.672,-0.108,2.09,walking
278.0,-1.9,0.617,-0.278,2.01,walking
278.0,-1.77,0.429,-0.407,1.87,walking
278.0,-1.57,0.118,-0.523,1.66,walking
278.0,-1.35,-0.263,-0.68,1.54,walking
278.0,-1.14,-0.687,-0.811,1.56,walking
278.0,-0.945,-1.09,-0.773,1.63,walking
278.0,-0.739,-1.38,-0.866,1.79,walking
278.0,-0.595,-1.52,-1.04,1.94,walking
278.0,-0.524,-1.4,-1.13,1.88,walking
278.0,-0.472,-1.09,-1.23,1.71,walking
278.0,-0.419,-0.796,-1.31,1.59,walking
278.0,-0.234,-0.79,-1.33,1.56,walking
278.0,0.162,-1.35,-1.28,1.87,walking
278.0,0.618,-2.3,-1.15,2.64,walking
278.0,0.896,-3.22,-1.01,3.5,walking
278.0,0.949,-3.74,-0.875,3.95,walking
278.0,0.825,-3.73,-0.851,3.91,walking
278.0,0.594,-3.57,-0.834,3.72,walking
278.0,0.287,-3.25,-0.603,3.32,walking
278.0,-0.105,-2.6,-0.203,2.61,walking
278.0,-0.466,-1.72,0.25,1.8,walking
278.0,-0.678,-0.925,0.706,1.35,walking
278.0,-0.828,-0.159,1.07,1.37,walking
278.0,-0.851,0.465,1.34,1.66,walking
278.0,-0.765,0.992,1.53,1.98,walking
278.0,-0.685,1.51,1.57,2.28,walking
278.0,-0.638,1.8,1.27,2.29,walking
278.0,-0.567,1.96,1.01,2.28,walking
278.0,-0.418,1.68,0.634,1.85,walking
278.0,-0.23,0.991,0.202,1.04,walking
278.0,-0.174,0.331,-0.0649,0.38,walking
278.0,-0.269,-0.233,-0.151,0.386,walking
278.0,-0.302,-0.885,-0.375,1.01,walking
278.0,-0.356,-1.5,-0.717,1.7,walking
278.0,-0.385,-1.92,-0.972,2.18,walking
278.0,-0.448,-2.32,-1.25,2.67,walking
278.0,-0.581,-2.59,-1.31,2.96,walking
278.0,-0.729,-2.62,-1.2,2.97,walking
278.0,-0.824,-2.56,-1.05,2.89,walking
278.0,-0.926,-2.36,-0.898,2.69,walking
278.0,-1.06,-2.04,-0.632,2.38,walking
278.0,-1.2,-1.73,-0.426,2.15,walking
278.0,-1.32,-1.39,-0.284,1.94,walking
279.0,-1.41,-1.03,-0.257,1.76,walking
279.0,-1.46,-0.687,-0.363,1.65,walking
279.0,-1.5,-0.417,-0.592,1.67,walking
279.0,-1.51,-0.236,-0.868,1.76,walking
279.0,-1.5,-0.114,-1.14,1.89,walking
279.0,-1.48,-0.0177,-1.35,2.0,walking
279.0,-1.48,0.14,-1.58,2.17,walking
279.0,-1.5,0.298,-1.76,2.33,walking
279.0,-1.49,0.382,-1.95,2.48,walking
279.0,-1.49,0.397,-2.11,2.61,walking
279.0,-1.5,0.393,-2.13,2.63,walking
279.0,-1.51,0.413,-2.03,2.56,walking
279.0,-1.51,0.361,-1.98,2.52,walking
279.0,-1.5,0.311,-1.88,2.42,walking
279.0,-1.5,0.358,-1.65,2.26,walking
279.0,-1.52,0.459,-1.35,2.09,walking
279.0,-1.52,0.625,-1.13,1.99,walking
279.0,-1.52,0.867,-0.882,1.96,walking
279.0,-1.49,1.11,-0.635,1.96,walking
279.0,-1.39,1.24,-0.41,1.91,walking
279.0,-1.26,1.29,-0.174,1.82,walking
279.0,-1.11,1.27,0.1,1.69,walking
279.0,-0.937,1.18,0.278,1.53,walking
279.0,-0.751,1.04,0.347,1.33,walking
279.0,-0.561,0.88,0.336,1.1,walking
279.0,-0.401,0.737,0.305,0.893,walking
279.0,-0.239,0.593,0.171,0.662,walking
279.0,-0.101,0.451,-0.049,0.465,walking
279.0,0.0512,0.368,-0.234,0.439,walking
279.0,0.214,0.33,-0.315,0.504,walking
279.0,0.403,0.266,-0.326,0.583,walking
279.0,0.584,0.229,-0.264,0.681,walking
279.0,0.791,0.107,-0.159,0.814,walking
279.0,1.15,-0.421,-0.135,1.23,walking
279.0,1.56,-1.31,-0.102,2.04,walking
279.0,1.9,-2.25,-0.109,2.95,walking
279.0,2.11,-2.99,-0.113,3.66,walking
279.0,2.24,-3.32,-0.1,4.01,walking
279.0,2.34,-3.48,-0.0898,4.19,walking
279.0,2.4,-3.39,-0.0964,4.15,walking
279.0,2.4,-2.88,0.0367,3.75,walking
279.0,2.44,-2.11,0.326,3.24,walking
279.0,2.53,-1.11,0.549,2.81,walking
279.0,2.66,-0.236,0.688,2.75,walking
279.0,2.87,0.466,0.953,3.06,walking
279.0,3.09,1.04,1.04,3.42,walking
279.0,3.26,1.45,0.845,3.67,walking
279.0,3.29,1.76,0.64,3.79,walking
279.0,3.15,2.02,0.391,3.76,walking
279.0,2.9,2.11,0.0093,3.59,walking
279.0,2.57,2.01,-0.519,3.3,walking
279.0,2.13,1.75,-1.07,2.96,walking
279.0,1.7,1.38,-1.44,2.62,walking
279.0,1.3,0.996,-1.7,2.36,walking
279.0,0.953,0.556,-1.91,2.21,walking
279.0,0.702,0.0635,-2.06,2.18,walking
279.0,0.514,-0.425,-2.05,2.15,walking
279.0,0.299,-0.824,-1.86,2.06,walking
279.0,0.0679,-1.09,-1.57,1.91,walking
279.0,-0.0645,-1.24,-1.18,1.71,walking
279.0,-0.106,-1.31,-0.634,1.46,walking
279.0,-0.0874,-1.25,0.00557,1.26,walking
279.0,-0.0185,-1.05,0.611,1.22,walking
279.0,0.0504,-0.827,1.12,1.4,walking
279.0,0.112,-0.605,1.68,1.79,walking
279.0,0.184,-0.387,2.12,2.16,walking
279.0,0.214,-0.11,2.33,2.34,walking
279.0,0.238,0.153,2.44,2.46,walking
279.0,0.207,0.343,2.52,2.55,walking
279.0,0.141,0.423,2.48,2.52,walking
279.0,0.0793,0.406,2.33,2.37,walking
279.0,-0.114,0.415,2.09,2.14,walking
279.0,-0.363,0.448,1.67,1.77,walking
279.0,-0.521,0.298,1.21,1.35,walking
279.0,-0.725,0.185,0.958,1.22,walking
279.0,-0.986,0.26,0.704,1.24,walking
279.0,-1.2,0.311,0.381,1.3,walking
279.0,-1.37,0.329,0.0951,1.41,walking
279.0,-1.54,0.35,-0.169,1.58,walking
279.0,-1.67,0.42,-0.377,1.76,walking
279.0,-1.8,0.53,-0.547,1.96,walking
279.0,-1.9,0.649,-0.642,2.11,walking
279.0,-1.95,0.754,-0.72,2.21,walking
279.0,-1.96,0.812,-0.807,2.27,walking
279.0,-1.92,0.828,-0.878,2.27,walking
279.0,-1.87,0.801,-0.907,2.23,walking
279.0,-1.77,0.7,-0.959,2.14,walking
279.0,-1.64,0.527,-1.02,2.0,walking
279.0,-1.49,0.272,-1.07,1.85,walking
279.0,-1.4,0.0389,-1.1,1.78,walking
279.0,-1.3,-0.213,-1.08,1.71,walking
279.0,-1.25,-0.465,-0.994,1.66,walking
279.0,-1.23,-0.58,-0.851,1.61,walking
279.0,-1.2,-0.627,-0.697,1.52,walking
279.0,-1.15,-0.675,-0.539,1.44,walking
279.0,-1.1,-0.677,-0.394,1.35,walking
279.0,-1.08,-0.599,-0.274,1.26,walking
279.0,-1.04,-0.49,-0.229,1.17,walking
279.0,-1.01,-0.335,-0.199,1.08,walking
279.0,-0.946,-0.254,-0.202,1.0,walking
280.0,-0.739,-0.46,-0.227,0.9,walking
280.0,-0.33,-1.13,-0.246,1.2,walking
280.0,0.108,-2.06,-0.243,2.08,walking
280.0,0.444,-2.96,-0.278,3.0,walking
280.0,0.579,-3.55,-0.414,3.62,walking
280.0,0.61,-3.81,-0.579,3.9,walking
280.0,0.68,-4.01,-0.601,4.11,walking
280.0,0.748,-4.16,-0.458,4.25,walking
280.0,0.653,-3.95,-0.234,4.01,walking
280.0,0.414,-3.15,0.134,3.18,walking
280.0,0.154,-1.93,0.536,2.01,walking
280.0,-0.0774,-0.528,0.852,1.0,walking
280.0,-0.177,0.733,1.08,1.32,walking
280.0,-0.196,1.81,1.37,2.28,walking
280.0,-0.102,2.61,1.59,3.06,walking
280.0,0.122,3.04,1.69,3.48,walking
280.0,0.426,3.2,1.69,3.65,walking
280.0,0.74,3.19,1.53,3.62,walking
280.0,1.03,2.89,1.11,3.27,walking
280.0,1.24,2.22,0.525,2.6,walking
280.0,1.29,1.43,-0.13,1.93,walking
280.0,1.22,0.593,-0.845,1.6,walking
280.0,1.06,-0.148,-1.57,1.9,walking
280.0,0.869,-0.597,-1.98,2.24,walking
280.0,0.7,-0.975,-2.22,2.52,walking
280.0,0.622,-1.31,-2.33,2.75,walking
280.0,0.509,-1.44,-2.21,2.69,walking
280.0,0.481,-1.44,-1.82,2.37,walking
280.0,0.605,-1.32,-1.23,1.9,walking
280.0,0.745,-1.04,-0.469,1.37,walking
280.0,0.813,-0.708,0.26,1.11,walking
280.0,0.903,-0.43,0.913,1.35,walking
280.0,0.92,-0.0785,1.5,1.76,walking
280.0,0.855,0.251,1.8,2.01,walking
280.0,0.765,0.505,1.96,2.16,walking
280.0,0.528,0.731,1.94,2.14,walking
280.0,0.197,0.959,1.78,2.03,walking
280.0,-0.152,1.11,1.54,1.9,walking
280.0,-0.448,1.17,1.15,1.7,walking
280.0,-0.639,1.02,0.863,1.48,walking
280.0,-0.771,0.868,0.655,1.33,walking
280.0,-0.864,0.789,0.365,1.23,walking
280.0,-0.944,0.742,0.102,1.21,walking
280.0,-0.981,0.662,-0.125,1.19,walking
280.0,-0.993,0.62,-0.312,1.21,walking
280.0,-0.976,0.667,-0.556,1.31,walking
280.0,-0.922,0.684,-0.747,1.37,walking
280.0,-0.842,0.694,-0.793,1.35,walking
280.0,-0.746,0.726,-0.812,1.32,walking
280.0,-0.639,0.804,-0.811,1.31,walking
280.0,-0.494,0.865,-0.834,1.3,walking
280.0,-0.339,0.909,-0.924,1.34,walking
280.0,-0.239,1.02,-1.06,1.49,walking
280.0,-0.12,1.14,-1.21,1.66,walking
280.0,0.00265,1.18,-1.34,1.78,walking
280.0,0.136,1.15,-1.5,1.89,walking
280.0,0.267,1.05,-1.64,1.96,walking
280.0,0.436,0.857,-1.74,1.99,walking
280.0,0.623,0.604,-1.91,2.1,walking
280.0,0.773,0.277,-2.05,2.21,walking
280.0,0.926,-0.0358,-2.15,2.34,walking
280.0,1.1,-0.319,-2.28,2.55,walking
280.0,1.3,-0.684,-2.29,2.72,walking
280.0,1.47,-0.95,-2.27,2.87,walking
280.0,1.4,-1.04,-2.11,2.74,walking
280.0,1.38,-1.12,-1.94,2.63,walking
280.0,1.54,-1.46,-1.77,2.76,walking
280.0,1.74,-2.02,-1.51,3.07,walking
280.0,1.98,-2.63,-1.32,3.55,walking
